/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_48_723.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_48_723.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_48_723.jpg, -0.01073313, 1, 0, 6.017533
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_48_891.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_48_891.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_48_891.jpg, 0, 1, 0, 7.845658
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_48_990.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_48_990.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_48_990.jpg, 0, 1, 0, 8.974106
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_49_158.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_49_158.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_49_158.jpg, -0.496077, 1, 0, 10.59435
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_49_260.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_49_260.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_49_260.jpg, -0.808161, 1, 0, 11.58791
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_49_427.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_49_427.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_49_427.jpg, -0.3208916, 1, 0, 13.36254
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_49_532.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_49_532.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_49_532.jpg, 0, 1, 0, 14.6771
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_49_692.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_49_692.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_49_692.jpg, 0, 1, 0, 16.35888
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_49_796.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_49_796.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_49_796.jpg, 0, 1, 0, 17.18196
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_49_963.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_49_963.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_49_963.jpg, 0, 1, 0, 19.22422
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_50_145.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_50_145.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_50_145.jpg, 0, 1, 0, 20.9392
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_50_302.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_50_302.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_50_302.jpg, -0.4719179, 1, 0, 22.28664
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_50_405.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_50_405.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_50_405.jpg, -0.1574278, 1, 0, 23.28592
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_50_566.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_50_566.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_50_566.jpg, 0, 0.5231647, 0, 23.95172
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_50_669.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_50_669.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_50_669.jpg, 0, 0.2343459, 0, 24.06654
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_50_833.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_50_833.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_50_833.jpg, 0, 0, 0, 23.6986
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_50_932.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_50_932.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_50_932.jpg, 0, 0, 0, 23.46128
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_51_095.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_51_095.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_51_095.jpg, 0, 0, 0, 23.08545
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_51_196.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_51_196.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_51_196.jpg, -0.2792795, 0, 0, 22.77194
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_51_357.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_51_357.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_51_357.jpg, -0.7862856, 0.4780777, 0, 22.68349
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_51_462.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_51_462.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_51_462.jpg, -1, 0.7141421, 0, 23.02587
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_51_632.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_51_632.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_51_632.jpg, -0.4917908, 0.2059329, 0, 23.18623
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_51_819.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_51_819.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_51_819.jpg, 0, 0, 0, 22.65531
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_51_973.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_51_973.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_51_973.jpg, 0, 0, 0, 22.48353
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_52_074.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_52_074.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_52_074.jpg, 0, 0, 0, 22.10764
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_52_242.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_52_242.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_52_242.jpg, 0.489192, 0, 0, 21.52379
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_52_341.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_52_341.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_52_341.jpg, 0.7981145, 0, 0, 20.85659
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_52_509.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_52_509.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_52_509.jpg, 0.2982366, 0, 0, 20.50495
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_52_610.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_52_610.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_52_610.jpg, 0, 0, 0, 20.56517
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_52_715.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_52_715.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_52_715.jpg, 0, 0, 0, 20.02521
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_52_891.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_52_891.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_52_891.jpg, 0, 0, 0, 20.01033
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_52_998.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_52_998.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_52_998.jpg, 0, 0, 0, 19.78219
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_53_174.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_53_174.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_53_174.jpg, -0.5182858, 0, 0, 19.16924
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_53_277.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_53_277.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_53_277.jpg, -0.2000842, 0, 0, 18.97431
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_53_450.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_53_450.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_53_450.jpg, 0, 0, 0, 18.66185
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_53_556.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_53_556.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_53_556.jpg, 0, 0, 0, 17.97994
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_53_731.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_53_731.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_53_731.jpg, 0, 0, 0, 18.15895
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_53_830.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_53_830.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_53_830.jpg, 0, 0, 0, 17.45968
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_53_937.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_53_937.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_53_937.jpg, 0, 0, 0, 17.24327
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_54_115.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_54_115.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_54_115.jpg, 0, 0, 0, 16.95485
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_54_223.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_54_223.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_54_223.jpg, -0.3297658, 0.3297658, 0, 17.14075
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_54_398.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_54_398.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_54_398.jpg, 0, 0, 0, 16.81148
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_54_502.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_54_502.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_54_502.jpg, 0, 0, 0, 16.59683
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_54_682.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_54_682.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_54_682.jpg, 0, 0, 0, 16.32197
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_54_784.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_54_784.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_54_784.jpg, 0, 0, 0, 16.70161
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_54_964.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_54_964.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_54_964.jpg, 0, 0, 0, 16.50661
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_55_062.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_55_062.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_55_062.jpg, -0.5155263, 0, 0, 15.4001
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_55_169.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_55_169.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_55_169.jpg, -0.8469514, 0.3314252, 0, 15.76124
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_55_345.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_55_345.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_55_345.jpg, -0.3476014, 0, 0, 15.69065
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_55_518.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_55_518.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_55_518.jpg, -0.02447176, 0, 0, 15.49925
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_55_622.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_55_622.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_55_622.jpg, 0, 0, 0, 15.2617
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_55_803.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_55_803.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_55_803.jpg, 0, 0, 0, 15.07646
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_55_901.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_55_901.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_55_901.jpg, 0, 0, 0, 14.83599
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_56_081.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_56_081.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_56_081.jpg, 0, 0, 0, 14.67342
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_56_188.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_56_188.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_56_188.jpg, -0.5242589, 0.5242589, 0, 14.83529
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_56_290.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_56_290.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_56_290.jpg, -0.8158801, 0.8158801, 0, 15.67271
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_56_462.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_56_462.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_56_462.jpg, -0.3506362, 0.3506362, 0, 15.86616
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_56_563.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_56_563.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_56_563.jpg, -0.03788066, 0.03788066, 0, 16.22104
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_56_665.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_56_665.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_56_665.jpg, 0, 0, 0, 15.52894
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_56_845.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_56_845.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_56_845.jpg, 0, 0, 0, 15.9246
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_56_946.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_56_946.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_56_946.jpg, 0.5109029, 0, 0, 14.81231
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_57_050.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_57_050.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_57_050.jpg, 0.212574, 0, 0, 15.21902
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_57_231.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_57_231.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_57_231.jpg, 0, 0, 0, 14.42218
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_57_327.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_57_327.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_57_327.jpg, 0, 0, 0, 14.79898
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_57_430.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_57_430.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_57_430.jpg, 0, 0, 0, 14.1544
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_57_609.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_57_609.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_57_609.jpg, 0, 0, 0, 14.35967
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_57_715.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_57_715.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_57_715.jpg, 0, 0, 0, 13.77549
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_57_890.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_57_890.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_57_890.jpg, 0, 0.5029979, 0, 14.8825
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_58_042.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_58_042.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_58_042.jpg, 0, 0.920454, 0, 16.15077
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_58_131.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_58_131.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_58_131.jpg, 0, 1, 0, 17.02222
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_58_310.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_58_310.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_58_310.jpg, 0, 1, 0, 19.04704
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_58_414.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_58_414.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_58_414.jpg, 0, 1, 0, 19.94222
/home/aditya/behavior cloning training/Audrica-dataset/IMG/center_2018_12_03_11_08_58_595.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/left_2018_12_03_11_08_58_595.jpg, /home/aditya/behavior cloning training/Audrica-dataset/IMG/right_2018_12_03_11_08_58_595.jpg, 0, 0.46486, 0, 20.8174
